time	sip	dip	port	protocol	up_length	down_length
2015-04-23 23:53:47.381	10.49.137.2	10.24.64.113	8360	http	584	211
2015-04-23 23:53:47.633	10.49.137.2	10.24.64.113	8360	http	580	211
2015-04-23 23:53:47.778	10.49.137.2	10.24.64.113	8360	http	588	211
2015-04-23 23:53:48.173	10.56.148.233	10.39.18.35	8360	http	613	398
2015-04-23 23:53:48.335	10.49.36.142	10.49.216.29	8361	ssl	740	1893
2015-04-23 23:53:48.335	10.49.36.142	10.49.216.124	8361	ssl	740	11146
2015-04-23 23:53:48.362	10.49.36.142	10.49.216.7	8361	ssl	756	1717
2015-04-23 23:53:48.362	10.49.36.142	10.22.12.231	8361	ssl	740	1781
2015-04-23 23:53:48.506	10.49.137.2	10.24.64.113	8360	http	585	211
2015-04-23 23:53:48.524	10.49.137.2	10.24.64.113	8360	http	585	211
2015-04-23 23:53:48.759	10.56.207.82	10.77.216.254	88	kerberos	1433	1452
2015-04-23 23:53:48.786	10.49.223.85	10.51.65.126	8082	http	120	6993
2015-04-23 23:53:48.786	10.56.207.82	10.77.216.254	445	smb	3847	2771
2015-04-23 23:53:48.786	10.49.212.201	10.49.22.82	21	ftp_control	20	398
2015-04-23 23:53:48.902	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:53:48.948	10.49.137.2	10.24.64.113	8360	http	587	211
2015-04-23 23:53:49.073	10.49.223.85	10.51.65.126	8082	http	120	0
2015-04-23 23:53:49.550	10.49.223.85	10.48.35.53	8082	http	57	26117
2015-04-23 23:53:49.730	10.49.223.85	10.48.35.53	8082	http	116	6953
2015-04-23 23:53:49.857	10.49.212.2	10.49.253.30	80	http	236	392
2015-04-23 23:53:49.938	10.49.137.2	10.24.64.113	8360	http	636	211
2015-04-23 23:53:49.956	10.49.137.2	10.24.64.113	8360	http	643	211
2015-04-23 23:53:49.974	10.49.137.2	10.24.64.113	8360	http	641	211
2015-04-23 23:53:50.080	10.49.137.2	10.24.64.113	8360	http	612	211
2015-04-23 23:53:50.099	10.49.137.2	10.24.64.113	8360	http	617	211
2015-04-23 23:53:50.422	10.49.137.2	10.24.64.113	8360	http	581	211
2015-04-23 23:53:50.666	10.49.137.2	10.24.64.113	8360	http	587	211
2015-04-23 23:53:50.855	10.49.212.2	10.49.253.30	80	http	230	143
2015-04-23 23:53:50.981	10.49.137.2	10.24.64.113	8360	http	584	0
2015-04-23 23:53:51.007	10.56.162.217	10.24.64.227	8360	unknown	81	161
2015-04-23 23:53:51.025	10.56.162.217	10.24.64.227	8360	unknown	80	161
2015-04-23 23:53:51.115	10.49.137.2	10.24.64.113	8360	http	593	211
2015-04-23 23:53:51.115	10.56.115.79	218.30.103.235	80	http	0	351
2015-04-23 23:53:51.197	10.49.137.2	10.24.64.113	8360	http	592	211
2015-04-23 23:53:51.322	10.49.137.2	10.24.64.113	8360	http	580	211
2015-04-23 23:53:51.629	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:53:51.665	10.49.137.2	10.24.64.113	8360	http	580	211
2015-04-23 23:53:51.944	10.56.162.217	10.24.64.227	8360	unknown	87	161
2015-04-23 23:53:52.178	10.49.137.2	10.24.64.113	8360	http	584	0
2015-04-23 23:53:52.376	10.49.137.2	10.24.64.113	8360	http	585	211
2015-04-23 23:53:52.448	10.49.137.2	10.24.64.113	8360	http	580	211
2015-04-23 23:53:52.501	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:53:52.574	10.49.137.2	10.24.64.113	8360	http	585	211
2015-04-23 23:53:52.718	10.49.137.2	10.24.64.113	8360	http	580	211
2015-04-23 23:53:52.790	10.49.137.2	10.24.64.113	8360	http	596	211
2015-04-23 23:53:52.808	10.49.137.2	10.24.64.113	8360	http	609	211
2015-04-23 23:53:52.808	10.49.223.85	10.51.65.126	8082	http	105	6923
2015-04-23 23:53:52.826	10.49.137.2	10.24.64.113	8360	http	601	211
2015-04-23 23:53:52.844	10.49.137.2	10.24.64.113	8360	http	588	211
2015-04-23 23:53:52.880	10.49.137.2	10.24.64.113	8360	http	604	211
2015-04-23 23:53:53.078	10.49.137.2	10.24.64.113	8360	http	609	211
2015-04-23 23:53:53.230	10.49.137.2	10.24.64.113	8360	http	592	211
2015-04-23 23:53:53.636	10.49.137.2	10.24.64.113	8360	http	584	211
2015-04-23 23:53:53.708	10.49.137.2	10.24.64.113	8360	http	584	211
2015-04-23 23:53:53.834	10.49.137.2	10.24.64.113	8360	http	580	211
2015-04-23 23:53:54.004	10.49.137.2	10.24.64.113	8360	http	612	211
2015-04-23 23:53:54.149	10.49.137.2	10.24.64.113	8360	http	612	211
2015-04-23 23:53:54.167	10.49.137.2	10.24.64.113	8360	http	620	211
2015-04-23 23:53:54.185	10.49.137.2	10.24.64.113	8360	http	612	211
2015-04-23 23:53:54.338	10.49.137.2	10.24.64.113	8360	http	584	211
2015-04-23 23:53:54.482	10.56.232.160	218.30.108.224	80	http	1783	612
2015-04-23 23:53:54.509	10.49.137.2	10.24.64.113	8360	http	585	211
2015-04-23 23:53:54.699	10.56.60.220	10.49.253.30	80	http	204	168
2015-04-23 23:53:54.761	10.49.137.2	10.24.64.113	8360	http	588	211
2015-04-23 23:53:54.923	10.49.137.2	10.24.64.113	8360	http	584	211
2015-04-23 23:53:54.978	10.49.137.2	10.24.64.113	8360	http	585	211
2015-04-23 23:53:55.445	10.49.137.2	10.24.64.113	8360	http	588	0
2015-04-23 23:53:55.454	10.49.137.2	10.24.64.113	8360	http	588	211
2015-04-23 23:53:55.490	10.49.137.2	10.24.64.113	8360	http	588	211
2015-04-23 23:53:55.760	10.49.21.10	10.49.223.158	80	http	467	192
2015-04-23 23:53:55.869	10.49.137.2	10.24.64.113	8360	http	594	211
2015-04-23 23:53:56.066	10.49.137.2	10.24.64.113	8360	http	626	211
2015-04-23 23:53:56.156	10.49.137.2	10.24.64.113	8360	http	586	211
2015-04-23 23:53:56.192	10.49.137.2	10.24.64.113	8360	http	642	211
2015-04-23 23:53:56.246	10.49.137.2	10.24.64.113	8360	http	573	211
2015-04-23 23:53:56.426	10.49.137.2	10.24.64.113	8360	http	580	211
2015-04-23 23:53:56.516	10.49.137.2	10.24.64.113	8360	http	584	211
2015-04-23 23:53:56.598	10.54.251.109	180.149.136.200	80	http	539	704
2015-04-23 23:53:56.769	10.49.21.10	10.49.223.158	80	http	467	192
2015-04-23 23:53:56.840	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:53:56.994	10.49.137.2	10.24.64.113	8360	http	595	211
2015-04-23 23:53:57.452	10.49.137.2	10.24.64.113	8360	http	580	211
2015-04-23 23:53:57.533	10.49.137.2	10.24.64.113	8360	http	585	211
2015-04-23 23:53:57.641	10.49.137.2	10.24.64.113	8360	http	580	211
2015-04-23 23:53:57.920	10.49.137.2	10.24.64.113	8360	http	584	211
2015-04-23 23:53:58.028	10.49.137.2	10.24.64.113	8360	http	584	211
2015-04-23 23:53:58.424	10.49.137.2	10.24.64.113	8360	http	580	211
2015-04-23 23:53:58.505	10.56.21.129	10.49.223.158	80	http	882	136
2015-04-23 23:53:58.578	10.49.137.2	10.24.64.113	8360	http	584	211
2015-04-23 23:53:58.596	10.49.137.2	10.24.64.113	8360	http	579	211
2015-04-23 23:53:58.677	10.49.137.2	10.24.64.113	8360	http	596	211
2015-04-23 23:53:58.857	10.49.212.2	10.49.253.30	80	http	207	383
2015-04-23 23:53:58.866	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:53:58.956	10.49.137.2	10.24.64.113	8360	http	587	211
2015-04-23 23:53:59.027	10.49.137.2	10.24.64.113	8360	http	587	211
2015-04-23 23:53:59.045	10.49.137.2	10.24.64.113	8360	http	586	211
2015-04-23 23:53:59.360	10.49.137.2	10.24.64.113	8360	http	584	211
2015-04-23 23:53:59.388	10.49.21.10	10.49.223.158	80	http	649	192
2015-04-23 23:53:59.568	10.49.137.2	10.24.64.113	8360	http	578	211
2015-04-23 23:53:59.658	10.49.137.2	10.24.64.113	8360	http	588	0
2015-04-23 23:53:59.955	10.56.4.81	180.149.132.99	80	http	644	281
2015-04-23 23:54:00.132	10.49.137.2	10.24.64.113	8360	http	579	211
2015-04-23 23:54:00.574	10.49.137.2	10.24.64.113	8360	http	581	0
2015-04-23 23:54:00.592	10.49.137.2	10.24.64.113	8360	http	579	211
2015-04-23 23:54:00.853	10.49.137.2	10.24.64.113	8360	http	581	211
2015-04-23 23:54:01.069	10.49.137.2	10.24.64.113	8360	http	580	211
2015-04-23 23:54:01.140	10.49.137.2	10.24.64.113	8360	http	584	211
2015-04-23 23:54:01.627	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:54:01.663	10.56.240.121	10.49.253.30	80	http	224	168
2015-04-23 23:54:02.293	10.49.137.2	10.24.64.113	8360	http	580	211
2015-04-23 23:54:02.374	10.49.137.2	10.24.64.113	8360	http	585	211
2015-04-23 23:54:02.419	10.49.137.2	10.24.64.113	8360	http	573	211
2015-04-23 23:54:02.563	10.49.137.2	10.24.64.113	8360	http	580	211
2015-04-23 23:54:02.950	10.49.137.2	10.24.64.113	8360	http	584	211
2015-04-23 23:54:03.201	10.49.137.2	10.24.64.113	8360	http	580	211
2015-04-23 23:54:03.706	10.49.137.2	10.24.64.113	8360	http	635	211
2015-04-23 23:54:03.742	10.49.137.2	10.24.64.113	8360	http	634	211
2015-04-23 23:54:03.779	10.49.137.2	10.24.64.113	8360	http	650	211
2015-04-23 23:54:03.931	10.49.137.2	10.24.64.113	8360	http	585	211
2015-04-23 23:54:04.002	10.49.137.2	10.24.64.113	8360	http	587	211
2015-04-23 23:54:04.039	10.49.137.2	10.24.64.113	8360	http	611	211
2015-04-23 23:54:04.228	10.56.92.15	101.226.76.164	443	ssl	1645	318
2015-04-23 23:54:04.309	10.49.137.2	10.24.64.113	8360	http	570	211
2015-04-23 23:54:04.426	10.49.137.2	10.24.64.113	8360	http	568	211
2015-04-23 23:54:04.561	10.49.137.2	10.24.64.113	8360	http	562	211
2015-04-23 23:54:04.633	10.49.137.2	10.24.64.113	8360	http	569	211
2015-04-23 23:54:04.651	10.49.137.2	10.24.64.113	8360	http	564	211
2015-04-23 23:54:04.930	10.49.137.2	10.24.64.113	8360	http	569	211
2015-04-23 23:54:05.056	10.49.137.2	10.24.64.113	8360	http	563	211
2015-04-23 23:54:05.335	10.49.137.2	10.24.64.113	8360	http	577	211
2015-04-23 23:54:05.632	10.49.137.2	10.24.64.113	8360	http	624	211
2015-04-23 23:54:05.650	10.49.137.2	10.24.64.113	8360	http	562	211
2015-04-23 23:54:05.669	10.49.137.2	10.24.64.113	8360	http	571	211
2015-04-23 23:54:05.830	10.49.137.2	10.24.64.113	8360	http	562	211
2015-04-23 23:54:06.389	10.49.21.10	10.49.223.158	80	http	628	1582
2015-04-23 23:54:06.389	10.49.21.10	10.49.223.158	80	http	645	192
2015-04-23 23:54:06.695	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:54:06.857	10.49.212.2	10.49.253.30	80	http	248	378
2015-04-23 23:54:08.710	10.49.212.201	10.49.22.82	21	ftp_control	20	352
2015-04-23 23:54:09.737	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:54:09.809	10.49.212.201	10.49.22.82	21	ftp_control	20	352
2015-04-23 23:54:09.953	10.49.212.201	10.49.22.82	21	ftp_control	24	385
2015-04-23 23:54:09.980	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:54:10.159	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:54:11.716	10.49.212.201	10.49.22.82	21	ftp_control	20	398
2015-04-23 23:54:11.716	10.49.212.201	10.49.22.82	21	ftp_control	26	385
2015-04-23 23:54:12.779	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:54:12.814	10.49.212.201	10.49.22.82	21	ftp_control	20	385
2015-04-23 23:54:13.048	10.49.212.201	10.49.22.82	21	ftp_control	26	385
2015-04-23 23:54:13.327	10.56.183.131	14.17.32.172	443	unknown	186	52
2015-04-23 23:54:13.426	10.49.21.10	10.49.223.158	80	http	645	192
2015-04-23 23:54:13.859	10.49.212.2	10.49.253.30	80	http	334	175
2015-04-23 23:54:14.362	10.56.92.15	106.120.167.68	80	http	1140	475
2015-04-23 23:54:14.722	10.49.212.201	10.49.22.82	21	ftp_control	20	385
2015-04-23 23:54:15.307	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:54:15.820	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:54:15.857	10.49.212.2	10.49.253.30	80	http	255	371
2015-04-23 23:54:17.350	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:54:17.701	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:54:17.710	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:54:18.142	10.56.115.14	115.239.211.92	80	unknown	0	0
2015-04-23 23:54:18.160	10.56.115.14	114.113.198.245	80	unknown	0	0
2015-04-23 23:54:18.304	10.56.115.14	219.148.35.218	80	unknown	0	0
2015-04-23 23:54:18.304	10.56.115.14	219.148.35.218	80	unknown	0	0
2015-04-23 23:54:18.304	10.56.115.14	219.148.35.218	80	unknown	0	0
2015-04-23 23:54:18.377	10.56.115.14	203.208.49.186	80	unknown	0	0
2015-04-23 23:54:18.449	10.56.115.14	219.148.35.92	80	unknown	0	0
2015-04-23 23:54:18.458	10.56.115.14	106.120.181.50	80	unknown	0	0
2015-04-23 23:54:18.458	10.56.115.14	106.120.181.50	80	unknown	0	0
2015-04-23 23:54:18.458	10.56.115.14	106.120.181.50	80	unknown	0	0
2015-04-23 23:54:18.467	10.56.115.14	117.79.93.203	80	unknown	0	0
2015-04-23 23:54:18.467	10.56.115.14	117.79.93.203	80	unknown	0	0
2015-04-23 23:54:18.467	10.56.115.14	117.79.93.203	80	unknown	0	0
2015-04-23 23:54:19.394	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:54:19.583	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:54:20.707	10.49.212.201	10.49.22.82	21	ftp_control	24	352
2015-04-23 23:54:20.716	10.49.212.201	10.49.22.82	21	ftp_control	24	385
2015-04-23 23:54:20.734	10.49.212.201	10.49.22.82	21	ftp_control	20	385
2015-04-23 23:54:21.210	10.56.148.233	10.49.21.120	3306	mysql	1015	84904
2015-04-23 23:54:21.409	10.49.21.10	10.49.223.158	80	http	645	192
2015-04-23 23:54:21.409	10.49.21.10	10.49.223.158	80	http	624	1582
2015-04-23 23:54:21.904	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:54:22.110	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:54:23.155	10.56.4.81	10.49.81.213	80	http	417	102
2015-04-23 23:54:24.451	10.56.131.158	10.77.216.254	389	ldap	2571	2708
2015-04-23 23:54:24.631	10.60.26.61	10.49.81.153	445	smb	943	650
2015-04-23 23:54:24.974	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:54:25.144	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:54:25.207	10.56.115.14	42.120.219.171	80	unknown	0	0
2015-04-23 23:54:25.388	10.56.115.14	124.115.20.66	80	http	2291	880
2015-04-23 23:54:25.504	10.56.115.14	74.114.88.128	80	http	666	3392
2015-04-23 23:54:25.856	10.49.212.2	10.49.253.30	80	http	293	401
2015-04-23 23:54:26.738	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:54:28.169	10.56.115.14	220.181.111.161	80	http	903	299
2015-04-23 23:54:28.178	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:54:28.600	10.56.207.82	10.49.216.254	445	smb	3659	945
2015-04-23 23:54:28.989	10.49.216.57	10.49.216.229	8223	unknown	1	1
2015-04-23 23:54:29.672	10.49.216.83	10.49.216.57	9123	unknown	1	1
